dem_seats,pr,cdf
319,0,0.9994999999999996
320,0,0.9994999999999996
321,0,0.9994999999999996
322,0,0.9994999999999996
323,0,0.9994999999999996
324,5e-4,0.9999999999999996
325,0,0.9999999999999996
326,0,0.9999999999999996
327,0,0.9999999999999996
328,0,0.9999999999999996
329,0,0.9999999999999996
330,0,0.9999999999999996
331,0,0.9999999999999996
332,0,0.9999999999999996
333,0,0.9999999999999996
334,0,0.9999999999999996
335,0,0.9999999999999996
336,0,0.9999999999999996
337,0,0.9999999999999996
338,0,0.9999999999999996
339,0,0.9999999999999996
340,0,0.9999999999999996
341,0,0.9999999999999996
342,0,0.9999999999999996
343,0,0.9999999999999996
344,0,0.9999999999999996
345,0,0.9999999999999996
346,0,0.9999999999999996
347,0,0.9999999999999996
348,0,0.9999999999999996
349,0,0.9999999999999996
350,0,0.9999999999999996
351,0,0.9999999999999996
352,0,0.9999999999999996
353,0,0.9999999999999996
354,0,0.9999999999999996
355,0,0.9999999999999996
356,0,0.9999999999999996
357,0,0.9999999999999996
358,0,0.9999999999999996
359,0,0.9999999999999996
360,0,0.9999999999999996
361,0,0.9999999999999996
362,0,0.9999999999999996
363,0,0.9999999999999996
364,0,0.9999999999999996
365,0,0.9999999999999996
366,0,0.9999999999999996
367,0,0.9999999999999996
368,0,0.9999999999999996
369,0,0.9999999999999996
370,0,0.9999999999999996
371,0,0.9999999999999996
372,0,0.9999999999999996
373,0,0.9999999999999996
374,0,0.9999999999999996
375,0,0.9999999999999996
376,0,0.9999999999999996
377,0,0.9999999999999996
378,0,0.9999999999999996
379,0,0.9999999999999996
380,0,0.9999999999999996
381,0,0.9999999999999996
382,0,0.9999999999999996
383,0,0.9999999999999996
384,0,0.9999999999999996
385,0,0.9999999999999996
386,0,0.9999999999999996
387,0,0.9999999999999996
388,0,0.9999999999999996
389,0,0.9999999999999996
390,0,0.9999999999999996
391,0,0.9999999999999996
392,0,0.9999999999999996
393,0,0.9999999999999996
394,0,0.9999999999999996
395,0,0.9999999999999996
396,0,0.9999999999999996
397,0,0.9999999999999996
398,0,0.9999999999999996
399,0,0.9999999999999996
400,0,0.9999999999999996
